iter	RMSE
573	0.09204411788
574	0.09202434421
575	0.0919941199
576	0.09198445826
577	0.09191733223
578	0.09186514745
579	0.09182858022
580	0.09177865683
581	0.09172608195
582	0.09168624529
583	0.09166228186
584	0.09165290123
585	0.0916228896
586	0.09156784408
587	0.09150496108
588	0.09145325605
589	0.0914209771
590	0.09139163045
591	0.09137775138
592	0.09137011375
593	0.09133849907
594	0.09131946151
595	0.09130298501
596	0.09127553207
597	0.09123928113
598	0.0912039048
599	0.09114582151
600	0.09109009025
601	0.09108100203
602	0.09106708774
603	0.09102343866
604	0.09098319725
605	0.09095681583
606	0.09094437221
607	0.09089886511
608	0.09088859157
609	0.09087779702
610	0.09083289472
611	0.0908008296
612	0.09076184269
613	0.09071639674
614	0.09067811146
615	0.09064859553
616	0.09063957211
617	0.09061385977
618	0.09055482432
619	0.09052021266
620	0.09046855478
621	0.09043735203
622	0.09040037394
623	0.09036250104
624	0.09033056261
625	0.09030059401
626	0.09024264768
627	0.09019377878
628	0.09014131699
629	0.09012750601
630	0.09008017083
631	0.09005264768
632	0.090009199
633	0.08999632743
634	0.08994122228
635	0.08992863866
636	0.08988033822
637	0.08987080699
638	0.08981982472
639	0.08977891812
640	0.08975037868
641	0.08973700874
642	0.08970155664
643	0.08965863498
644	0.08959616677
645	0.08958382368
646	0.08955390096
647	0.08951364712
648	0.08947703091
649	0.08944402268
650	0.08940801345
651	0.08936451753
652	0.08931614255
653	0.08928696213
654	0.08925223548
655	0.08922359408
656	0.0892156936
657	0.0891848729
658	0.08917213673
659	0.0891287129
660	0.08906060957
661	0.08901918456
662	0.08896554928
663	0.08892817749
664	0.08889417715
665	0.08884392635
666	0.08881579384
667	0.08878662537
668	0.08875895358
669	0.08871860823
670	0.08871207557
671	0.08867271846
672	0.08862987361
673	0.08860574096
674	0.08856712867
675	0.08855754637
676	0.08851812155
677	0.08848024711
678	0.08844755373
679	0.08841958188
680	0.0883948157
681	0.08835736387
682	0.08833011585
683	0.08830045595
684	0.08825955831
685	0.08821283947
686	0.0881925561
687	0.08814303675
688	0.08811735823
689	0.08809035408
690	0.08803457068
691	0.0880240813
692	0.08798623974
693	0.08794945266
694	0.08789690378
695	0.08787858028
696	0.08783733186
697	0.08781709474
698	0.08778309047
699	0.08777123567
700	0.08775424585
701	0.08771596428
702	0.08767106651
703	0.08762881363
704	0.08759599493
705	0.08754533236
706	0.08748247387
707	0.08746344085
708	0.08741046434
709	0.08737754378
710	0.0873423602
711	0.08731675213
712	0.08726786358
713	0.08722993505
714	0.08718548081
715	0.08717677447
716	0.08714973594
717	0.08712890459
718	0.08709529105
719	0.08706017226
720	0.08703390762
721	0.08701519886
722	0.0869795057
723	0.08697329896
724	0.08695040588
725	0.08691442727
726	0.08689355426
727	0.08686752365
728	0.08682123598
729	0.08681513606
730	0.08679457542
731	0.08676882924
732	0.08672325454
733	0.08669797344
734	0.08668523429
735	0.08665293506
736	0.08660979527
737	0.08657624008
738	0.0865421638
739	0.08651646006
740	0.08647401956
741	0.08645098911
742	0.08641072153
743	0.08639440616
744	0.08635400797
745	0.08630638679
746	0.0863005086
747	0.08625635816
748	0.08623200663
749	0.08622376442
750	0.08621724693
751	0.08618217894
752	0.08616211121
753	0.08613999562
754	0.08611505556
755	0.08610941085
756	0.08608966592
757	0.08606580806
758	0.08603107806
759	0.08598686542
760	0.08596978572
761	0.08596429999
762	0.08593026677
763	0.08589355981
764	0.0858552805
765	0.08582288515
766	0.08577945642
767	0.08573161199
768	0.08572627275
769	0.08569826807
770	0.08566011328
771	0.08563735813
772	0.08559086116
773	0.08554520679
774	0.08551347567
775	0.08548086857
776	0.08545640912
777	0.08540928725
778	0.08537896693
779	0.08532150437
780	0.08529914527
781	0.08525365003
782	0.08523169444
783	0.08519651596
784	0.08516821722
785	0.08514158585
786	0.08513648123
787	0.0850993498
788	0.08506801116
789	0.08504145566
790	0.08501017113
791	0.08498036848
792	0.08494353961
793	0.08490764293
794	0.08488406473
795	0.08484697474
796	0.08481823558
797	0.08479336961
798	0.08475616674
799	0.08474010995
800	0.08471541631
801	0.08466892851
802	0.08463883134
803	0.08459314895
804	0.08456670833
805	0.08454549342
806	0.08451477583
807	0.08449380576
808	0.08444403809
809	0.08441421189
810	0.08436139653
811	0.08431887398
812	0.08427426447
813	0.08425281922
814	0.08422683811
815	0.08420433599
816	0.08416884153
817	0.08416370938
818	0.08411991408
819	0.08409613396
820	0.08407113242
821	0.08405548331
822	0.08401401974
823	0.08396399275
824	0.08395890246
825	0.08391911453
826	0.08388131176
827	0.08384762328
828	0.08384260089
829	0.08383205307
830	0.08380118029
831	0.08378242744
832	0.08376273465
833	0.0837328257
834	0.0837047984
835	0.08366570274
836	0.08363063529
837	0.0836166066
838	0.08359550368
839	0.08357134343
840	0.08356669584
841	0.08353472732
842	0.08351265157
843	0.08348488063
844	0.08346976957
845	0.08343878184
846	0.0834181061
847	0.08338896149
848	0.08335882953
849	0.08332771298
850	0.08328023903
851	0.08325335049
852	0.08322025881
853	0.08317497975
854	0.0831362903
855	0.08310751315
856	0.08307607052
857	0.08305385853
858	0.0830135588
859	0.08298829957
860	0.08295282948
861	0.082943464
862	0.08293029299
863	0.08289124375
864	0.08285876462
865	0.0828304503
866	0.08280068848
867	0.08277731608
868	0.08273090054
869	0.08270153002
870	0.08268642383
871	0.08266516084
872	0.08262889752
873	0.08259379317
874	0.08258038706
875	0.0825576948
876	0.0825151997
877	0.08251067199
878	0.08248613687
879	0.08246593007
880	0.082445449
881	0.08241001806
882	0.0823887822
883	0.08235831604
884	0.0823103317
885	0.08228775291
886	0.08226546247
887	0.08224619105
888	0.08223089638
889	0.08221102316
890	0.08217861795
891	0.08213949139
892	0.08212590536
893	0.08209868553
894	0.08207477251
895	0.08207047068
896	0.0820500452
897	0.08201019469
898	0.08197286389
899	0.08195467906
900	0.08192393663
901	0.08190447106
902	0.08186556815
903	0.08183447153
904	0.08180973726
905	0.08180063325
906	0.08177654887
907	0.08176154327
908	0.08172832853
909	0.08168790823
910	0.0816687609
911	0.08164742314
912	0.0816305744
913	0.08158422701
914	0.08154028701
915	0.08153509867
916	0.08151544531
917	0.08147243952
918	0.08143340512
919	0.08141456905
920	0.08138645002
921	0.08135221278
922	0.08134368681
923	0.08132201522
924	0.08128601372
925	0.08125046337
926	0.08122269253
927	0.08120327493
928	0.08117621667
929	0.08115939315
930	0.0811446628
931	0.08112636472
932	0.08108367362
933	0.08106355566
934	0.08102942633
935	0.08101196936
936	0.08099762463
937	0.08097125133
938	0.08094508662
939	0.08092710281
940	0.08088573708
941	0.08087014498
942	0.08085245761
943	0.0808484761
944	0.08082931329
945	0.08080430195
946	0.08076975703
947	0.08075630739
948	0.08074171679
949	0.0807200956
950	0.08070618576
951	0.08069584202
952	0.08066872869
953	0.08065948446
954	0.08062862533
955	0.08061782303
956	0.08059995368
957	0.08056599503
958	0.08053324132
959	0.08051606904
960	0.08048570073
961	0.08047041265
962	0.08045006524
963	0.08040973158
964	0.08037698329
965	0.08035806742
966	0.08033162017
967	0.08031058094
968	0.08029145755
969	0.08025795183
970	0.08023853579
971	0.08018918273
972	0.08016190224
973	0.08012516948
974	0.08009438409
975	0.08007277411
976	0.08003891257
977	0.08001290521
978	0.07998130144
979	0.07995849616
980	0.0799443526
981	0.07992154651
982	0.0798819975
983	0.07984065322
984	0.07982015719
985	0.07981093845
986	0.07977106111
987	0.0797512201
988	0.0797131441
989	0.0796768248
990	0.07964840941
991	0.07961751612
992	0.07960471854
993	0.07957409504
994	0.07955717738
995	0.07952749639
996	0.07950064228
997	0.07947650041
998	0.07946035351
999	0.07943106245
